COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,73.3,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,73.4,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.3,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.4,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.8,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.1,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.1,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,80.5,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,80.5,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,80.9,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,60,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,60.1,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,60.2,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,9.1,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,8.8,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,8.6,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,11.5,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,11.3,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,11.4,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,93.2,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,93.2,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,93.3,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,77.9,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,78,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,78.7,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.6,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.5,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.4,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.5,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.3,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.2,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,86.7,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86.5,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,86.5,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,65.3,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,65.5,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,65.8,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.7,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.8,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.5,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.4,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.5,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.3,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,88.6,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,89.1,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,88.2,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,78.5,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,80.4,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,80.4,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.7,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.3,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.4,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.3,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.8,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,91.4,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,91.3,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,91.2,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,55.1,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,55.6,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,55.9,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.9,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.1,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.2,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,89.4,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,89.3,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,89.5,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,80.8,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,81.1,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,81.3,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.5,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.3,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.3,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.9,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.6,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.6,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,90.6,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,90.6,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,90.2,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,79.2,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,79.2,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,79.2,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.7,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.6,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.8,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.5,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.2,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.6,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,85.9,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,86.1,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,81,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,81,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,81.7,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.3,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.4,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.1,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.4,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.8,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,88.7,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,89.2,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,89.2,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,76.1,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,76.6,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,76.6,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.8,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.5,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.4,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.1,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.2,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,87.7,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,87.4,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,88.1,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,81.6,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,82.3,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,82.1,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.2,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5.1,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.8,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,6.6,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,6.5,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5.9,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,88.6,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,88.3,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,88.4,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,75.8,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,75.1,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,75.5,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.2,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5.2,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5.2,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.5,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5.2,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5.2,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,81.5,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,81.7,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,81.4,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,69.6,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,69.9,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,70,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,11.1,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,11.1,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,11.1,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,15,,
